ID,City,Age,Religion,Ethnic,Educational Level,Occupation,Social Class,Montly Expenditure for Food (%),Religious Value in Type of Food,Religious Value in Eating Places,Religious Value in Consumption Pattern,Practice of Food Consumption Based on Religious Rules,Practice of Food Consumption Based on Custom Rules,Buying Food Product in the Right Place Based on Religious Rules,Practice of Consumption Traditional Food
592,Denpasar,33,Hindu,Bali,Senior High School,Private Employees,Upper Class,44,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
593,Denpasar,35,Islam,Java,Senior High School,Enterpreneur,Lower Class,35,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
594,Denpasar,24,Islam,Java,Senior High School,Enterpreneur,Lower Class,59,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree
595,Denpasar,28,Hindu,Bali,Senior High School,Enterpreneur,Middle Class,65,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
596,Denpasar,35,Hindu,Bali,Senior High School,Enterpreneur,Middle Class,41,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
597,Denpasar,42,Protestant,Java,Senior High School,Government Employees,Upper Class,26,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree
598,Denpasar,25,Catholic,Java,Primary School,Government Employees,Upper Class,76,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
599,Denpasar,43,Islam,Java,Junior High School,Government Employees,Upper Class,22,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree
600,Denpasar,26,Islam,Java,Junior High School,Government Employees,Middle Class,18,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
601,Denpasar,30,Islam,Java,Senior High School,Government Employees,Lower Class,57,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
602,Denpasar,35,Protestant,Bali,Primary School,Private Employees,Middle Class,43,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
603,Denpasar,27,Protestant,Bali,Junior High School,Private Employees,Middle Class,38,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
604,Denpasar,33,Catholic,Bali,Junior High School,Private Employees,Lower Class,61,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
605,Denpasar,31,Hindu,Bali,Bachelor degree,Private Employees,Lower Class,58,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
606,Denpasar,36,Hindu,Bali,Bachelor degree,Enterpreneur,Middle Class,34,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
607,Denpasar,37,Hindu,Bali,Bachelor degree,Enterpreneur,Upper Class,26,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
608,Denpasar,63,Hindu,Bali,Junior High School,Enterpreneur,Lower Class,57,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
609,Denpasar,26,Hindu,Bali,Junior High School,Enterpreneur,Upper Class,24,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
610,Denpasar,34,Protestant,Java,Diploma,Enterpreneur,Upper Class,27,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
611,Denpasar,39,Islam,Java,Diploma,Enterpreneur,Lower Class,67,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
612,Denpasar,26,Catholic,Other,Diploma,Government Employees,Middle Class,36,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
613,Denpasar,52,Catholic,Other,Senior High School,Government Employees,Middle Class,42,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
614,Denpasar,37,Catholic,Java,Diploma,Government Employees,Lower Class,73,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
615,Denpasar,32,Catholic,Bali,Master and doctoral degree,Government Employees,Middle Class,41,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Disagree,Strongly Agree,Disagree
616,Denpasar,25,Hindu,Bali,Master and doctoral degree,Government Employees,Middle Class,33,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
617,Denpasar,31,Hindu,Bali,Senior High School,Government Employees,Upper Class,19,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree
618,Denpasar,37,Protestant,Bali,Diploma,Government Employees,Lower Class,69,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
619,Denpasar,52,Protestant,Bali,Senior High School,Enterpreneur,Upper Class,23,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
620,Denpasar,50,Hindu,Bali,Senior High School,Enterpreneur,Upper Class,25,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
621,Denpasar,51,Hindu,Bali,Bachelor degree,Enterpreneur,Lower Class,57,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree
622,Denpasar,50,Hindu,Bali,Senior High School,Enterpreneur,Middle Class,43,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Disagree,Agree,Disagree
623,Denpasar,33,Hindu,Bali,Bachelor degree,Enterpreneur,Middle Class,38,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree
624,Denpasar,58,Hindu,Bali,Senior High School,Enterpreneur,Lower Class,61,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree
625,Denpasar,25,Hindu,Bali,Senior High School,Independent Worker,Lower Class,58,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
626,Denpasar,29,Hindu,Bali,Senior High School,Independent Worker,Middle Class,34,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
627,Denpasar,33,Hindu,Bali,Senior High School,Independent Worker,Upper Class,26,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
628,Denpasar,34,Hindu,Bali,Diploma,Independent Worker,Lower Class,57,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
629,Denpasar,56,Hindu,Bali,Master and doctoral degree,Independent Worker,Upper Class,24,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
630,Denpasar,32,Hindu,Bali,Diploma,Independent Worker,Upper Class,27,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
631,Denpasar,45,Hindu,Bali,Master and doctoral degree,Private Employees,Lower Class,67,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
632,Denpasar,31,Hindu,Bali,Senior High School,Private Employees,Middle Class,36,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
633,Denpasar,41,Protestant,Bali,Diploma,Private Employees,Middle Class,42,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
634,Denpasar,52,Islam,Java,Master and doctoral degree,Private Employees,Lower Class,73,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
635,Denpasar,51,Islam,Minang,Bachelor degree,Government Employees,Middle Class,41,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
636,Denpasar,34,Islam,Java,Senior High School,Government Employees,Middle Class,33,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
637,Denpasar,51,Catholic,Other,Junior High School,Enterpreneur,Upper Class,19,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Disagree,Agree,Disagree
638,Denpasar,39,Islam,Java,Diploma,Enterpreneur,Lower Class,69,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
639,Denpasar,42,Islam,Java,Diploma,Enterpreneur,Upper Class,23,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Disagree,Strongly Agree,Disagree
640,Denpasar,52,Islam,Java,Diploma,Private Employees,Upper Class,25,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
641,Denpasar,51,Protestant,Bali,Senior High School,Private Employees,Lower Class,58,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
642,Denpasar,30,Hindu,Bali,Junior High School,Private Employees,Middle Class,44,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
643,Denpasar,37,Hindu,Bali,Bachelor degree,Private Employees,Middle Class,35,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
644,Denpasar,42,Hindu,Bali,Senior High School,Private Employees,Lower Class,59,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree
645,Denpasar,26,Hindu,Bali,Diploma,Private Employees,Lower Class,65,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
646,Denpasar,37,Hindu,Bali,Bachelor degree,Private Employees,Middle Class,41,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
647,Denpasar,52,Islam,Java,Senior High School,Teacher?/Lecturer,Upper Class,26,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
648,Denpasar,25,Hindu,Bali,Primary School,Teacher?/Lecturer,Lower Class,76,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree
649,Denpasar,34,Hindu,Bali,Primary School,Government Employees,Upper Class,22,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
650,Denpasar,57,Protestant,Bali,Junior High School,Government Employees,Upper Class,18,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
651,Denpasar,54,Protestant,Other,Senior High School,Government Employees,Lower Class,57,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
652,Denpasar,58,Hindu,Bali,Master and doctoral degree,Government Employees,Middle Class,43,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
653,Denpasar,24,Hindu,Bali,Senior High School,Government Employees,Middle Class,38,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree
654,Denpasar,42,Hindu,Bali,Bachelor degree,Police Officer?/Army,Lower Class,61,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
655,Denpasar,55,Catholic,Java,Master and doctoral degree,Police Officer?/Army,Middle Class,58,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
656,Denpasar,54,Hindu,Bali,Master and doctoral degree,Private Employees,Middle Class,34,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
657,Denpasar,28,Islam,Java,Bachelor degree,Private Employees,Upper Class,26,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
658,Denpasar,34,Protestant,Bali,Senior High School,Government Employees,Lower Class,57,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
659,Denpasar,32,Protestant,Java,Bachelor degree,Police Officer?/Army,Upper Class,24,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Disagree
660,Denpasar,45,Hindu,Bali,Bachelor degree,Private Employees,Upper Class,27,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree
661,Denpasar,49,Catholic,Java,Diploma,Private Employees,Lower Class,67,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree
662,Denpasar,59,Hindu,Bali,Senior High School,Private Employees,Middle Class,36,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
663,Denpasar,53,Islam,Minang,Master and doctoral degree,Enterpreneur,Middle Class,42,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
664,Denpasar,48,Islam,Java,Bachelor degree,Enterpreneur,Lower Class,73,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree
665,Denpasar,46,Islam,Batak,Senior High School,Enterpreneur,Lower Class,41,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
666,Denpasar,51,Hindu,Bali,Master and doctoral degree,Enterpreneur,Middle Class,33,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
667,Denpasar,52,Hindu,Bali,Junior High School,Government Employees,Upper Class,19,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
668,Denpasar,25,Hindu,Bali,Bachelor degree,Government Employees,Lower Class,69,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree
669,Denpasar,24,Hindu,Bali,Senior High School,Government Employees,Upper Class,23,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
670,Denpasar,37,Hindu,Bali,Master and doctoral degree,Government Employees,Upper Class,25,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
671,Denpasar,56,Islam,Other,Bachelor degree,Government Employees,Lower Class,57,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
672,Denpasar,32,Hindu,Bali,Senior High School,Private Employees,Middle Class,43,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree
673,Denpasar,42,Catholic,Java,Diploma,Private Employees,Middle Class,38,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
674,Denpasar,28,Protestant,Java,Senior High School,Private Employees,Lower Class,61,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree
675,Denpasar,29,Islam,Other,Senior High School,Private Employees,Middle Class,58,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree
676,Denpasar,38,Protestant,Other,Senior High School,Enterpreneur,Middle Class,34,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
677,Denpasar,56,Catholic,Bali,Senior High School,Enterpreneur,Upper Class,26,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
678,Denpasar,32,Hindu,Bali,Bachelor degree,Enterpreneur,Lower Class,57,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
679,Denpasar,29,Hindu,Bali,Senior High School,Enterpreneur,Upper Class,24,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
680,Denpasar,27,Hindu,Bali,Bachelor degree,Enterpreneur,Upper Class,27,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree
681,Denpasar,55,Hindu,Bali,Senior High School,Enterpreneur,Middle Class,67,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree
682,Denpasar,30,Hindu,Bali,Bachelor degree,Government Employees,Middle Class,36,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
683,Denpasar,29,Hindu,Bali,Junior High School,Government Employees,Middle Class,42,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
684,Denpasar,31,Hindu,Bali,Diploma,Government Employees,Lower Class,73,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
685,Denpasar,26,Protestant,Java,Diploma,Government Employees,Lower Class,41,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
686,Denpasar,40,Islam,Minang,Bachelor degree,Government Employees,Middle Class,33,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
687,Denpasar,57,Catholic,Java,Junior High School,Government Employees,Upper Class,19,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree
688,Denpasar,34,Catholic,Other,Senior High School,Government Employees,Lower Class,69,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
689,Denpasar,56,Islam,Java,Senior High School,Enterpreneur,Lower Class,23,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree
690,Denpasar,39,Islam,Other,Senior High School,Enterpreneur,Middle Class,25,Agree,Agree,Agree,Agree,Agree,Agree,Agree
691,Denpasar,29,Hindu,Bali,Senior High School,Enterpreneur,Middle Class,58,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
692,Denpasar,52,Hindu,Bali,Junior High School,Enterpreneur,Upper Class,44,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
693,Denpasar,64,Hindu,Bali,Senior High School,Enterpreneur,Lower Class,35,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree
694,Denpasar,52,Hindu,Bali,Senior High School,Enterpreneur,Lower Class,59,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
695,Denpasar,32,Islam,Java,Senior High School,Independent Worker,Middle Class,65,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree
696,Denpasar,29,Islam,Java,Senior High School,Independent Worker,Middle Class,41,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
697,Denpasar,28,Islam,Java,Bachelor degree,Independent Worker,Upper Class,26,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
698,Denpasar,27,Hindu,Bali,Senior High School,Independent Worker,Upper Class,76,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
699,Denpasar,52,Protestant,Batak,Junior High School,Independent Worker,Upper Class,22,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree
700,Denpasar,57,Protestant,Batak,Junior High School,Independent Worker,Middle Class,18,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree
701,Denpasar,54,Protestant,Batak,Senior High School,Private Employees,Lower Class,57,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
702,Denpasar,56,Islam,Batak,Senior High School,Private Employees,Middle Class,43,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
703,Denpasar,39,Islam,Java,Senior High School,Private Employees,Middle Class,38,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
704,Denpasar,42,Islam,Java,Bachelor degree,Private Employees,Lower Class,61,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Agree
705,Denpasar,52,Islam,Batak,Primary School,Government Employees,Lower Class,58,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
706,Denpasar,64,Islam,Java,Junior High School,Government Employees,Middle Class,34,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
707,Denpasar,51,Protestant,Java,Master and doctoral degree,Enterpreneur,Upper Class,26,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
708,Denpasar,26,Hindu,Batak,Senior High School,Enterpreneur,Lower Class,57,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
709,Denpasar,30,Hindu,Bali,Senior High School,Enterpreneur,Upper Class,24,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree
710,Denpasar,45,Catholic,Bali,Senior High School,Private Employees,Upper Class,27,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
